difficulty,category,question,option1,option2,option3,option4,correctIndex,questionChinese,optionChinese1,optionChinese2,optionChinese3,optionChinese4
hard,earth_science,What is a pulsar?,Rotating Neutron Star,Black Hole,White Dwarf,Quasar,0,脉冲星是什么？,旋转中子星,黑洞,白矮星,类星体
hard,earth_science,Which planet has seasons like Earth?,Venus,Mars,Jupiter,Mercury,1,哪个行星像地球一样有季节？,金星,火星,木星,水星
hard,earth_science,What is the Great Dark Spot?,Storm on Jupiter,Storm on Neptune,Crater on Mars,Hole in Sun,1,大黑斑是什么？,木星风暴,海王星风暴,火星陨石坑,太阳洞
hard,earth_science,What makes the poles colder?,Distance from Sun,Tilt/Angle of Sunlight,Elevation,Wind,1,什么使极地更冷？,距离太阳,阳光倾斜/角度,海拔,风
hard,earth_science,What measures humidity?,Barometer,Hygrometer,Thermometer,Anemometer,1,什么测量湿度？,气压计,湿度计,温度计,风速计
hard,earth_science,What cloud type is thunderstorm?,Cirrus,Stratus,Cumulonimbus,Cumulus,2,雷暴是什么云类型？,卷云,层云,积雨云,积云
hard,earth_science,What defines a mineral?,"Liquid, Man-made","Solid, Inorganic, Crystal","Gas, Organic",Rock mixture,1,什么定义矿物？,液体，人造,固体，无机，晶体,气体，有机,岩石混合物
hard,earth_science,What is metamorphic rock before change?,Parent Rock/Protolith,Lava,Sediment,Magma,0,变质岩变化前是什么？,母岩/原岩,熔岩,沉积物,岩浆
hard,earth_science,What mineral is pencil lead?,Lead,Graphite,Carbon,Coal,1,铅笔芯是什么矿物？,铅,石墨,碳,煤
hard,earth_science,What causes tides?,Sun only,Moon only,Moon and Sun Gravity,Wind,2,什么引起潮汐？,仅太阳,仅月亮,月亮和太阳重力,风
hard,earth_science,Spring tides occur when?,"Sun, Moon, Earth align",Moon is quarter,Winter,Summer,0,大潮发生在什么时候？,太阳，月亮，地球对齐,月亮是四分之一,冬天,夏天
hard,earth_science,Neap tides occur when?,"Sun, Moon, Earth align","Sun, Moon at 90 deg",Spring,Fall,1,小潮发生在什么时候？,太阳，月亮，地球对齐,太阳，月亮成90度,春天,秋天
hard,earth_science,What is the Coriolis Effect?,Wind speed,Deflection due to rotation,Temperature change,Pressure drop,1,科里奥利效应是什么？,风速,由于旋转引起的偏转,温度变化,压降
hard,earth_science,El Nino warms which ocean?,Atlantic,Pacific,Indian,Arctic,1,厄尔尼诺使哪个海洋变暖？,大西洋,太平洋,印度洋,北冰洋
hard,earth_science,What is cleavage in minerals?,Breaking unevenly,Breaking along planes,Scratching,Shining,1,矿物的解理是什么？,不均匀破裂,沿平面破裂,划伤,发光
hard,earth_science,Which is a renewable resource?,Coal,Oil,Wind,Natural Gas,2,哪个是可再生资源？,煤,油,风,天然气
hard,earth_science,Which is a fossil fuel?,Solar,Hydro,Coal,Geothermal,2,哪个是化石燃料？,太阳能,水力,煤,地热
